,teks,label,clean_teks
105,"Level 2, Pak. Sementara dikumpul, Pak. Ada sudah beberapa yang sudah di-upload. Sekarang dikasih amanah staf teknik, Pak. Target operasi. Sebelum menentukan TO itu, Pak, kita lakukan dulu pengecekan pemakaian tegangan listriknya, Pak. Biasanya itu kita cek penggunaannya di ACMT, Pak. Hasil dari pecatatan teman-teman chatter, Pak. Perdir yang saya ingat,
masih yang 088, Pak. Udah nggak ada itu. Udah dihabis.  Belum ada, Pak. Belum punya, Pak. Belum pernah ada sosialisasi? Belum ada, Pak. Sosialisasi terkait perdir yang baru, Pak. Iya, Pak. Belum. Belum pernah baca. Sebelum melakukan pekerjaan, kita lakukan cek list peralatan terlebih dahulu, Pak. Peralatan kerja, kemudian persiapan kendaraan dan lokasi TO yang akan diberi siapa. ",0,level 2 kumpul diupload kasih amanah staf teknik target operasi tentu laku kece pakai tegang listrik cek guna acmt hasil catat temanteman chatter perdir 088 tidak habis belum belum belum sosialisasi belum sosialisasi kait perdir belum belum baca kerja laku cek daftar alat alat kerja siap kendara lokasi
106,"Kami evaluasi terkait berita acara. Ya, berita acara itu terkait penulisan edible, kemudian kelengkapan pelanggan, data pelanggan, dan kelengkapan alasan pelanggarannya, Pak. Kelainannya. 028 itu. Ya. Dokumen-dokumen itu penulisan B2TL. Oh, dokumennya foto, kemudian surat tugas, berita acara, izin masuk persil. Kalau untuk pelanggaran P1, kita evaluasi jam nyala, Pak. Jadi pelanggan tersebut, jam nyalanya,
itu di atas 600 jam atau 720 jam. Itu akan kami periksa di lokasi apakah beban yang terukur itu sesuai dengan daya kontra. Pembesaran daya, Pak. Kalau P2 itu, kita adik KWH meter, Pak, bypass. Ini akan dijadikan bongkar rampung. Yang dibongkar itu KWH meter beserta SR. Semuanya dibongkar, diambil, dijadikan, disekret, dimasukkan di lemari parampung. Setelah pelanggan tidak melaksanakan taksus setiap surat keempat, Pak. Ya, surat peringatan, Pak. Untuk menyelesaikan takian susun. Iya, baca, Pak. Cuma ya beberapa ada yang lupa. Oh, boleh, Pak. Boleh. Jadi misalkan kita kerjasama dengan fakultas atau ITS itu bisa, Pak. Dengan saksi-saksi yang kita ajukan nanti. Yang minta kan, ini, pelanggan. Aku mau pakai lab ini, gitu, kan. Aku mau pakai lab PLN. Karena kan dia nggak percaya sama PLN, contohnya. Misalkan omongan kita, gitu. Omongan kita sebagai orang PLN, gitu kan. Nah, harus berdasarkan surat dan lab itu tersertifikasi. Biaya pelanggan. Biaya pelanggan, Pak. Biaya pelanggan. Oke, karena pelanggan memang ngajukan. Ngajukan. ",1,evaluasi kait berita acara berita acara kait tulis edible lengkap langgan data langgan lengkap alas langgar lain 028 dokumendokumen tulis b2tl dokumen foto surat tugas berita acara izin masuk persil langgar p1 evaluasi jam nyala langgan jam nyala 600 jam 720 jam periksa lokasi beban ukur sesuai daya kontra besar daya p2 adik kwh meter bypass jadi bongkar rampung bongkar kwh meter serta sr bongkar ambil jadi sekret masuk lemari parampung langgan tidak laksana taksus surat empat surat ingat selesai taki susun baca lupa kerjasama fakultas its saksisaksi aju langgan pakai lab pakai lab pln tidak percaya pln contoh omong omong orang pln dasar surat lab sertifikasi biaya langgan biaya langgan biaya langgan oke langgan ngajukan ngajukan
107,"Iya, Pak. Level 3. Di bagian transaksi energi, Pak. Oh, transaksi energi. Masih, Pak. Biasa. Kadang-kadang ini, Pak. kalau misalkan ada pemeriksaan P2TL gabungan sama unit induk distribusinya, Pak.
Dan setiap bulan juga kami dibuatkan surat tugas dari kantor. Kalau misalkan ada keperluan pemeriksaan P2TL di lapangan, surat tugas sudah siap. Setiap bulannya sudah update, Pak. Perdir 028 2023, Pak. Tanggal 27 September 2023 diterbitkan, ya. Perlengkapan untuk P2TL dari sisi alat ukur ada pasekwen, kemudian tang amper, Pak. Kemudian dari sisi K3 ada helm, petisu, sarung tangan. Kemudian untuk perlengkapan pemeriksaan P2TL-nya ada P2TL, Pak. Oh, iya, Pak. berkasnya untuk BA-BA-nya itu ada BA pemeriksaan P2TL satu fasa, kemudian BA pemeriksaan tiga fasa,
yang terdiri dari dua jenis, yaitu pemeriksaan P2TL pengukuran langsung dan pemeriksaan P2TL tidak langsung. BA penyerahan barang bukti, kemudian BA serah terima dokumen, gitu, Pak. Pelanggaran P1 itu adalah pelanggaran yang mengeruhi batas daya, Pak, di sekitar MCB, bisa jadi modifikasi MCB, bisa jadi MCB yang, apa namanya, thermalnya sudah dimodifikasi oleh pelanggan, jadi ketika melebihi dari batas arus yang telah ditentukan, itu enggak trip, Pak, seperti itu.",1,level 3 transaksi energi transaksi energi kadangkadang periksa p2tl gabung unit induk distribusi buat surat tugas kantor perlu periksa p2tl lapang surat tugas bulan update perdir 028 2023 tanggal 27 september 2023 terbit lengkap p2tl sisi alat ukur pasekwen tang amper sisi k3 helm tisu sarung tangan lengkap periksa p2tlnya p2tl berkas baba ba periksa p2tl fasa ba periksa fasa jenis periksa p2tl ukur langsung periksa p2tl tidak langsung ba serah barang bukti ba serah terima dokumen langgar p1 langgar keruh batas daya mcb modifikasi mcb mcb nama thermalnya modifikasi langgan lebih batas arus tentu enggak trip
108,"Bagian pelayanan. Ini perpanjangan ini, Bu. Level 2. Ya, pelaksana madya. Kalau sekarang tugasnya di pelayanan. Dulu memang sempat di transaksi energi. Pas sertifikasi yang P2TL itu. Untuk sekarang itu 028, Pak. Tahun 2023. P1 itu mempengaruhi batas daya, Pak. Jadi tidak sesuai dengan daya kontrak. Panggilan 1 ke 2 itu berapa jangka waktunya Tiga hari, Pak. Kalau sampai peringatan kedua, terus lima hari kemudian masih belum ada penyelesaian, baru dilaksanakan bongkar rampung. Iya. Pakai tagian susulan, Pak. Oh, kalau rumus hitung P1-nya, enggak ingat. Iya, karena biasa langsung sistem saja. Iya, ada rumusnya.
Rumus dimasukkan ke dalam sistem.
Nanti kalau tanya rumusnya, sudah sistem, bingung lagi.
Padahal di perdir ada rumusnya. Tidak hanya langsung, Pak, ini sudah sistem, Pak. Dimasukkan, kan, datanya. Masukkan data saja, Pak. ",1,layan panjang bu level 2 laksana madya tugas layan transaksi energi pas sertifikasi p2tl 028 2023 p1 pengaruh batas daya tidak sesuai daya kontrak panggil 1 2 jangka ingat belum selesai laksana bongkar rampung pakai tagian susul rumus hitung p1nya enggak langsung sistem rumus rumus masuk sistem rumus sistem bingung perdir rumus tidak langsung sistem masuk data masuk data
109,"Level 2. Kalau enggak salah, level 2, Pak. Mengingat kebutuhan organisasi yang suatu waktu bisa berubah, pasti dibutuhkan, Pak. Kalau perdirnya itu kalau enggak salah waktu itu masih 08 08. Yang 2016 kalau enggak salah. Yang baru itu yang baru-baru yang 08 ya Pak, perdir 08 08.2023, kalau enggak salah. Untuk isinya belum pernah, Pak.",0,level 2 enggak salah level 2 butuh organisasi ubah butuh perdirnya enggak salah 08 08 2016 enggak salah barubaru 08 perdir 08 082023 enggak salah isi belum
110,"Level tiga, ya, Pak. Pelaksana utama, Pak. Saya di transaksi energi, Pak. Berarti masih dipakai itu, Pak. Bisa pun masih, Pak. Kalau diperlukan masih. 0028, Pak, sekarang, Pak. Sedikit-sedikit, Pak, ya. Sedikit-sedikit, ya. Untuk P1 itu batas daya, Pak. Jadi memperkarahkan batas daya. P2 itu mempengaruhi KWH meter ya Pak. Error, pernah Pak berapa kali kita hitung error Pak. Error itu kita bandingkan antara display yang ada di KWH meter versus alat Pak. Jadi misalkan manualnya menggunakan tang amper misalnya Pak ya, yang manual nih Pak ya, pakai tang amper. Jadi kita bandingkan tuh Pak, gitu. Kalau misalkan kita menggunakan alat yang terbaru itu kan sudah include semua tuh Pak. Nah gitu, udah include semua. Jadi yang di display kita tampilkan, kita menggunakan biasanya itu ada alatnya Pak. Yang cek display-nya versus yang realnya Pak, gitu. Yang termasuk dalam realnya, pemakaian. Kalau yang alat ini misalnya kita pakai ini Pak, kalmet itu Pak. TO itu kita ada beberapa ini Pak ya, ada beberapa cara atau ada beberapa sumber gitu Pak. Mungkin dari DLPD bisa Pak. Dari DLPD, dari LBKB, kemudian dari TO Informant Pak ya. Informant juga bisa kita lakukan. Kemudian dari SO itu nanti kita akan jadikan PO Pak. SO-SO yang kayak DLPD tadi Pak. Jadi yang beli token, misalkan DLPD, misalkan karya macet, kayak gitu-gitu Pak. Oke, yang pertama yang kita pastikan itu Pak, sekarang kan kita harus memetikkan K3-nya Pak ya. Di sisi K3-nya itu kita harus punya, kita harus siapkan dulu dari sisi K3-nya. Kemudian alat kerjanya Pak. Alat kerjanya, kemudian dukungan pendukung Pak. Dukunan pendukung, surat tugas, misalnya seperti itu. Jadi itu harus punya semuanya Pak. Tadi alat kerjanya termasuk tangga, obeng, dan lain-lain itu masuk alat kerjanya Pak. K3-nya juga jangan lupa. Kemudian tadi dukungan pendukung, surat tugas, dan lain-lain seperti itu Pak. Bongkar rampung itu saat ada temuan di lapangan Pak. Jadi kalau misalkan ada temuan, itu kita lakukan bongkar rampung Pak. Kalau pelanggan itu melalui proses yang pasti dari panggilan dulu Pak ya.
Dari panggilan dulu, dari panggilan 1, kan itu dari BA tuh Pak ya.
Dari panggilan 1, 2, 3, kemudian ada peringatan 1, peringatan 2. Ya kalau masih belum ya kita bongkar rampung Pak. ",1,level laksana utama transaksi energi pakai 0028 sedikitsedikit sedikitsedikit p1 batas daya karah batas daya p2 pengaruh kwh meter error kali hitung error error banding display kwh meter versus alat manual tang amper manual pakai tang amper banding tuh alat baru tuh display tampil alat cek displaynya versus real real pakai alat pakai kalmet sumber dlpd dlpd lbkb informant informant laku jadi po soso dlpd beli token dlpd karya macet gitugitu oke pasti petik k3nya sisi k3nya siap sisi k3nya alat kerja alat kerja dukung dukung dukun dukung surat tugas alat kerja tangga obeng lainlain masuk alat kerja k3nya lupa dukung dukung surat tugas lainlain bongkar rampung temu lapang temu laku bongkar rampung langgan proses panggil panggil panggil 1 ba tuh panggil 1 2 3 ingat 1 ingat 2 belum bongkar rampung
111,"Iya. Perpanjangan level 4. Sebetulnya ini saya dadakan juga sih Pak. Iya. Sebetulnya saya dadakan juga sih Pak ini karena memang saya udah lama enggak di TE ya Pak. Jadi saya udah 3 tahun yang lalu di TE itu.
Dan setelah itu udah enggak pernah pegang lagi P2TL. Tapi ada undangan ya oke lah gitu. Saya maju dulu ya.
Penting masuk dulu. Pengajuannya di level 4 ya nanti ya. Terakhir itu tahun 2022 Pak. Cuman paling sekali dua kali di depan evaluasi P2TL masih aman. Karena kasus di sini juga masih umum gitu ya. Kadang kalau misalkan admin P2TLnya enggak ada kadang gantiin. Tapi hanya opening biasanya gitu. Sekarang yang baru perdir 28 tahun 2023 ya Pak. Kalau dulu ya saya untuk menyusun TO itu bisa dari DLPD. Terus pemantauan pemakaian pelanggan juga. Untuk yang tiga pas mungkin dari download pasar biasanya. Terus juga dari pemakaian clear temper. Dari pelanggan tidak beli token itu Pak. P1 itu pelanggaran batas daya ya Pak. Batas daya itu yang pertama pasti kita lihat dulu segelnya. Segel MCB-nya rusak atau enggak gitu ya. Terus yang kedua itu misalkan MCB sudah dilepas. Dilihat dulu rangkaian ke KWH-nya betul atau enggak. Jalurnya dari APP ke MCB gitu ya. Terus yang ketiga kalau sudah dilepas dilihat kelingnya. Kelingnya masih bagus atau rusak gitu. Kalau P2 terkait pengukuran energi Pak. Kalau membandingkan paling dulu saya pernah itu di tiga FAS itu hanya ini sih Pak. Ada FAS-nya terbalik ya.
Terus kalau di satu FAS,
di satu FAS pernah di yang meter piringan dan meter impuls
itu jadi, waktu itu ada di badan meternya dibolongin Pak.
Nah ternyata si piringannya diganjal gitu. Jadi pemakaiannya pasti kan menurun karena piringannya terhambat gitu Pak. Kalau satu FAS-nya terbalik itu pengukurannya kita rugi 33 persen. Kalau dua FAS-nya terbalik kita rugi 67 persen.",1,panjang level 4 dada dada enggak te 3 te enggak pegang p2tl undang oke maju masuk aju level 4 2022 kali evaluasi p2tl aman kadang admin p2tlnya enggak kadang ganti opening perdir 28 2023 susun dlpd pantau pakai langgan pas download pasar pakai clear temper langgan tidak beli token p1 langgar batas daya batas daya lihat segel segel mcbnya rusak enggak mcb lepas rangkai kwhnya enggak jalur app mcb tiga lepas keling keling bagus rusak p2 kait ukur energi banding fas fasnya balik fas fas meter piring meter impuls badan meter dibolongin piring ganjal pakai turun piring hambat fasnya balik ukur rugi 33 persen fasnya balik rugi 67 persen
112,"Pengajuannya level dua. Level dua. Berarti Madya ya. Iya Pak. Madya. P2TL. Saya bagian distribusi Pak.
Pemeliharaan. Iya perdir P2TL.
Kalau yang terbaru Pak nomor 0028 tahun 2023. Segel MCB rusak setahu saya kayaknya masuk Pak. Tapi segel MCB rusak. Segelnya itu dari apa itu Pak? Yang dari timah Pak. Oh dari timah. Terus ada
ada ini kan, ada pengaitnya kan ya. Tapi pelanggaran nggak, ini Pak saya nggak ngerusak kok Pak. Mungkin Mas, bisa Pak. Mungkin ada indikasi kenapa bisa rusak. Kalau tidak sesuai prosedur merubah daya maksudnya secara pelanggaran yang eksekusi sendiri Pak. Iya itu pelanggaran Pak. P1 Pak. Merubah batas daya. Batas daya. Eh surat panggilan oh surat panggilan Pak yang ada berita acara disuruh ke kantor. Kan panggilan pertama
waktu Bapak periksa itu kan. Kalau panggilan pertama tidak diindahkan tidak datang, jangan pernah waktu lama, panggilan 2 itu terus gitu Pak. Saya tahu Pak biasanya yang saya tahu TO itu biasanya dari teman-teman lepangan info kan. Ikut Pak. Perlengkapannya ada surat tugas. Terus pakaian rapi dengan identitas sendiri. merubah energi Oh itu Pak P2 mempengaruhi pengukuran. Iya bongkar rampung itu Pak
bagi pelanggan.
Terkadang pelanggan informasinya dari pelanggan Pak sudah tidak menempati persil tersebut meminta untuk di bongkar rampung. Oh kalau ada indikasi temuan Pak misalnya ya sambung langsung ya kita di bongkar rampung Pak. Kemudian dibuatkan berita acara.",1,aju level level madya madya p2tl distribusi pelihara perdir p2tl baru nomor 0028 2023 segel mcb rusak tahu kayak masuk segel mcb rusak segel timah timah kait langgar tidak tidak rusak indikasi rusak tidak sesuai prosedur rubah daya maksud langgar eksekusi langgar p1 rubah batas daya batas daya surat panggil surat panggil berita acara suruh kantor panggil periksa panggil tidak indah tidak panggil 2 temanteman lepang informasi lengkap surat tugas pakai rapi identitas rubah energi p2 pengaruh ukur bongkar rampung langgan terkadang langgan informasi langgan tidak tempat persil bongkar rampung indikasi temu sambung langsung bongkar rampung buat berita acara
113,"Level 3 Pak Pelaksana utama Pak. Masih di P2TL Pak. Sekarang sih Saya sejak April tahun 2024 Itu menerima SK baru Bapak Sekarang saya menjabat sebagai Team Leader Sales Retail Bapak Tapi sebelumnya itu Di PLN ULP memang Pak Jabatannya sebagai Junior Technician Pengendalian Susud dan PJU . Masih diperlukan Iya masih diperlukan Bapak. Biasanya sih di kantor juga Ini sih Bapak kalau misalnya dari
Kawan-kawan transaksi energi Lagi ke lapangan di kantor misalnya Kosong kita yang dari Yang siap di kantor lho Bapak Kita membantu untuk menangani pelanggan P2TL. Yang sekarang sih Bapak dulu kan 88Z Sekarang ini perdir 028 028. Untuk perlengkapan B2ATL Bapak Sebelum melakukan pemeriksaan Kita harus siapkan dulu Yang pertama Kelengkapan berkas kita Bapak Dan alat-alat kerja kita Kelengkapan berkas kita itu Seperti berita acara Berita acara kita harus sudah siapkan Kemudian Alat-alat kerja kita Alat-alat kerja kita Seperti tang amper, helm, rompi, surat tugas Itu juga sudah harus disiapkan
Kemudian yang ketiga Anggota tim Anggota tim kita sudah siap atau belum Kelengkapannya bisa hadir semua Atau ada yang sakit itu kita harus siapkan juga Kemudian yang keempat Yang kita siapkan adalah TO Bapak. Dasar TO Bapak Kita bisa lihat dari Kalau misalnya DLKB Bapak Data pelangganan perlu diperhatikan DLPD Data pelangganan perlu diperhatikan Jadi biasanya setiap bulan Kalau untuk pelanggan pasca bayar Kita melakukan billing Bapak Di sana saat melakukan billing Kita melakukan verifikasi daripada Foto-foto ACMT Foto-foto yang sudah Difoto oleh kawan-kawan catat meter Di lapangan Dari sana bisa terlihat Apakah ada pelanggan yang KWH meternya itu standnya tidak berjalan Misalnya Indikasinya bisa jadi macet Atau ke rumah kosong Dan bisa jadi juga Menjadi target operasi kita Daripada penyelewengan penggunaan tenaga listrik Bisa jadi dia Adanya sambung langsung di sana Maka itulah bisa kita Tetapkan itu sebagai dasar Kita jadikan TO B2ATL Untuk pelanggan pasca bayar Untuk pelanggan para bayar Untuk menetapkan dasarnya Kita bisa lihat daripada Riwayat pembelian tokennya Bapak Riwayat pembelian tokennya itu Misalnya dia sudah 6 bulan tidak beli token berturut-turut Atau misalnya 3 bulan
Tidak beli token berturut-turut
Itu yang bisa menjadi indikasi Kita bahwa pelanggan ini Apakah benar-benar Tidak membeli token karena rumah kosong Atau ada penyelewengan penggunaan tenaga listrik Itu untuk Pelanggan para bayar Bapak Seperti itu Bapak. Untuk pelaksanaan pengecekan di lapangan
Yang pertama
Dengan tim Kita kesana itu yang pertama Kita permisi dulu Karena kita memasuki wilayah persil pelanggan
Biarpun KWH Meter kita ada disana Biarpun itu milik kita Tapi kita memasuki wilayah pelanggan Pastinya kita permisi dulu Biasanya saya kalau Wilayah disini Pak ya Kalau kita lihat Masuk wilayah pelanggan Kita bisa lihat misalnya Sendala atau sepatunya itu di bawah teras Atau di atas kalau di bawah teras kita lepas sepatu Kita lepas dulu sepatunya Untuk menyapa pelanggan Kita jelaskan kepada pelanggan Bapak Ibu kami disini Disini untuk melakukan pemeriksaan Pemeriksaan penertipan pemakaian tenaga listrik Kita serahkan yang pertama Itu surat tugas kita Bapak Untuk membuktikan kepada pelanggan Bahwa kita adalah petugas resmi dari PLN Kita serahkan surat tugas kita Kemudian menjelaskan tujuan kita Setelah menjelaskan tujuan kita Baru kita minta izin kepada pelanggan Bapak Ibu ini karena kami Melakukan pengecekan listrik Dan ini harus menggunakan Pengaman sepatu safety Jadi kita minta izin Boleh enggak sepatunya kita gunakan Di terasnya dulu sebentar Jadi kita minta izin dulu Bapak untuk penggunaannya Baru kita gunakan sepatu kembali Baru kita lakukan pemeriksaan Di KWM-nya Untuk KWM misalnya satu pas Biasanya kita Coba cek dulu secara Fisik Pak, kita lihat secara fisiknya Di KWM-nya itu
Apakah ada lubang Atau kok ada magnet
Pada fisik KWM itu apakah ada cacat atau tidak Itu pemeriksaan pertama Jika ada cacat maka Bisa dikatakan disitu ada penyelewengan Apakah ada lubang, ada magnet Nah itu bisa salah satu Itu indikasi. Yang kedua jika tidak ada Secara fisik Baru kita lakukan pengecekan Menggunakan alat ukur tang amper tadi Bapak
Nah tang amper
Apakah arus yang masuk Sama dengan arus yang keluar seperti itu Jadi kalau misalnya indikasinya Diukur arus masuknya sekian ternyata Yang keluarnya sekian Itu bisa jadi indikasi kita Bahwa ini ada pelanggaran penetipan pemakaian tenaga listrik Baik terima kasih. Bongkar rampung Yang pertama bongkar rampung adalah bongkar yang Memang sampai ke SR kita ya Bapak Jadi sampai ke SR Bukan cuma KWM atau alat Pembatas dan pengukur kita APP kita yang kita lepas Dan pembatas yang kita lepas Tapi sampai ke SR nya Itu yang dinamakan bongkar rampung Kemudian dalam proses bongkar rampung Itu dilakukan Jikalau misalnya pertama Tidak adanya penyelesaian P2TL Biasanya ketika ada P2TL Ada pelanggaran Kepada pelanggan Ini akan dilakukan pemutusan sementara Pemutusan sementara Misalnya dia pelanggarannya P2 Atau P3 Maka akan dilepas APP nya Di alat ukur dan pembatas nya Tapi kalau P1 kan cuma pembatas nya saja Kita putus atau kita amankan sementara Kita sebutnya kita amankan Ini Bapak Ibu kami lakukan pemutusan sementara Kami undang Bapak sama Ibu ke kantor Ini berita acaranya sudah kami buat Kita undang Ketika di kantor kita jelaskan secara Prosedur SOP nya Apa ini pelanggaran nya seperti apa
Dan bagaimana untuk solusinya
Penyelesaian nya Ternyata jika misalnya pelanggan Menyetujui untuk melakukan penyelesaian Maka KWH nya akan dipasang kembali Tapi jika pelanggan itu tidak menyetuji Untuk dilakukan penyelesaian Maka kita akan jelaskan Maka ini KWH meternya Akan dilakukan pembongkaran ampung Karena Sebelum melakukan pembongkaran ampung Itu kita Pelanggan nya tidak menyelesaikan Sebelum itu kita Berikan surat panggilan Panggilan 2, panggilan 3 Peringatan 1, peringatan 2 Dan peringatan 3 Dia sampai peringatan 3 tidak ada datang Ke kantor untuk menyelesaikan Maka dilakukan pembongkaran ampung Sampai ke SR, seperti itu Bapak.",1,level 3 laksana utama p2tl april 2024 terima sk jabat team leader sales retail pln ulp jabat junior technician kendali susud pju kantor kawankawan transaksi energi lapang kantor kosong kantor lho bantu tangan langgan p2tl 88z perdir 028 028 lengkap b2atl periksa siap lengkap berkas alatalat kerja lengkap berkas berita acara berita acara siap alatalat kerja alatalat kerja tang amper helm rompi surat tugas siap tiga anggota tim anggota tim belum lengkap hadir sakit siap empat siap dasar lihat dlkb data langgan perhati dlpd data langgan perhati langgan pasca bayar billing billing verifikasi fotofoto acmt fotofoto foto kawankawan catat meter lapang langgan kwh meter standnya tidak jalan indikasi macet rumah kosong target operasi seleweng guna tenaga listrik sambung langsung tetap dasar jadi b2atl langgan pasca bayar langgan bayar tetap dasar lihat riwayat beli tokennya riwayat beli tokennya 6 tidak beli token berturutturut 3 tidak beli token berturutturut indikasi langgan benarbenar tidak beli token rumah kosong seleweng guna tenaga listrik langgan bayar laksana kece lapang tim kesana permisi pasuk wilayah persil langgan biarpun kwh meter sana biarpun milik pasuk wilayah langgan pasti permisi wilayah lihat masuk wilayah langgan lihat sendala sepatu teras teras lepas sepatu lepas sepatu sapa langgan langgan periksa periksa tip pakai tenaga listrik serah surat tugas bukti langgan tugas resmi pln serah surat tugas tuju tuju izin langgan kece listrik kam sepatu safety izin enggak sepatu teras sebentar izin guna sepatu laku periksa kwmnya kwm pas coba cek fisik lihat fisik kwmnya lubang magnet fisik kwm cacat tidak periksa cacat situ seleweng lubang magnet salah indikasi tidak fisik laku kece alat ukur tang amper tang amper arus masuk arus indikasi ukur arus masuk sekian keluar sekian indikasi langgar penetipan pakai tenaga listrik terima kasih bongkar rampung bongkar rampung bongkar sr sr kwm alat batas ukur app lepas batas lepas sr nama bongkar rampung proses bongkar rampung tidak selesai p2tl p2tl langgar langgan putus putus langgar p2 p3 lepas app alat ukur batas p1 batas putus aman aman laku putus undang kantor berita acara undang kantor prosedur sop langgar solusi selesai langgan tuju selesai kwh pasang langgan tidak tuji selesai kwh meter bongkar ampung bongkar ampung langgan tidak selesai surat panggil panggil 2 panggil 3 ingat 1 ingat 2 ingat 3 ingat 3 tidak kantor selesai bongkar ampung sr
114,"Level 2 Pak ya. Sebetulnya saya sekarang sudah pindah Di TL pelayanan Pelanggan Cuman masih Pak. Pertama kan menentukan Hasil pemeriksaan Dari teman-teman Ketika teman-teman sudah melakukan pemeriksaan Terus pelanggan datang ke kantor Kita Menganep sesuai dengan Hasil pemeriksaan dan temuan di lapangan Seperti itu Pak. Nanti kan sesuai temuannya Nanti kalau misalkan Temuannya MCB Toko Misalkan MCB nya MCB Toko Itu nanti kita tinggal pilih ke P1 Terus misalkan nanti temuannya Ada sambung langsung Nanti kita langsung pilih ke P3 Seperti itu Pak. Kalau misalkan memang ada temuannya. Juga nanti misalkan Hasil pemeriksaan nya Terpindah Itu nanti kita sesuai dengan Temuannya, kita pilih nanti Untuk dikenakan P4, seperti itu Pak. 028 Pak Sekarang ini, eh ada yang terbaru Pak 163 163 ya Pak. Sudah pernah baca Pak, saya lupa namanya. Sudah pernah baca Pak Itu kan ada beberapa perubahan Pak Terutama terkait yang GSR meter itu Pak. Sekarang di yang terbaru Isilah barang bukti ada Pak ya? Makanya di BA-nya sekarang kan Juga ada isiannya itu Pak ya Untuk yang pengambilan barang bukti itu Pak. Sebutan barang bukti Untuk yang di ANU-nya Pak, untuk BA pemeriksaannya itu Pak?. Sudah pernah baca Pak, tapi lebih ke garis besar temuannya Karena kan sekarang saya fungsinya Di bagian layanan pelanggan Pak ya. Jadi lebih ke arah Dari hasil pemeriksaan, nanti temuannya apa Seperti itu sih Pak
Kalau dulu mungkin masih di TE, sampai ke lebih detail Pak Tapi memang seharusnya Sampai detail Pak, nanti saya pelajari lagi Pak. Panggilan satu, ada surat panggilan Kalau ada temuan kan Tiga hari Pak ya. Bongkarampung itu kan biasanya Kalau untuk bongkarampung itu Nanti ketika sudah sampai surat Peringatan Pak ya Sampai suratan peringatan tiga Nanti akan langsung Bongkarampung, seperti itu Pak Ketika tidak ada penyelesaian. ",1,level 2 pindah tl layan langgan tentu hasil periksa temanteman temanteman periksa langgan kantor menganep sesuai hasil periksa temu lapang sesuai temu temu mcb toko mcb mcb toko tinggal pilih p1 temu sambung langsung langsung pilih p3 temu hasil periksa pindah sesuai temu pilih kena p4 028 baru 163 163 baca lupa nama baca ubah kait gsr meter baru isi barang bukti banya isi ambil barang bukti sebut barang bukti anu ba periksa baca garis temu fungsi layan langgan arah hasil periksa temu te detail detail ajar panggil surat panggil temu bongkarampung bongkarampung surat ingat surat ingat langsung bongkarampung tidak selesai
115,"Perpanjangan di level 4. Dari APD nya Pak Alat kerjanya Serta
Kelengkapan administrasi Seperti BA Kemudian alat-alat tulisnya Dan untuk Apa namanya Pembungkus barang buktinya. Dokumen BA nya itu BA pengambilan barang bukti Izin masuk persil pelanggan
Dan hasil barang bukti
Pemengambilan barang bukti
Barang bukti. Pas KTO Bu Pas KTO biasanya Itu dari tagging Pak Hasil baca teman-teman Yang LPB itu Kemudian DLPD
DLPD itu ada pidapi token
40 jam nyala Juga bisa dari CTT Pak Permintaan CT Kemudian dari DPM Pak Pemakaian bulanan pelanggan Turun atau Pemakaian 0 itu biasanya Kadang pemakaian 0 itu bisa macet Pak. Kayak gitu bisa dari ambil LBKB rumah kosong Kadang sebenarnya macet Tapi ternyata di LBKBnya rumah kosong Kayak gitu Pak. Ketika memang semuanya P2, P3 Itu P4 kami Laksanakan bongkarampung Pak
Kalau P4 ya P4 kan bukan pelanggan ya P4 itu
Kayak gini Pak, pindah meter
Kalau bongkarampung Artinya apa itu bongkarampung
Meteran Terus SR diambil semua Pak. Perdir terbaru 028 ya pak",1,panjang level 4 apd alat kerja lengkap administrasi ba alatalat tulis nama bungkus barang bukti dokumen ba ba ambil barang bukti izin masuk persil langgan hasil barang bukti ambil barang bukti barang bukti pas kto bu pas kto tagging hasil baca temanteman lpb dlpd dlpd pidapi token 40 jam nyala ctt minta ct dpm pakai bulan langgan turun pakai 0 kadang pakai 0 macet ambil lbkb rumah kosong kadang macet lbkbnya rumah kosong p2 p3 p4 laksana bongkarampung p4 p4 langgan p4 pindah meter bongkarampung bongkarampung meter sr ambil perdir baru 028
